id;tekst;user;fødselsår;dialekt;køn;postnummer;varighed_sek;word_error_rate;sætning_id
07fb9e06-6b65-4aec-b9a0-e660147bf5ba;Kasper lytter til deres ideer og forslag til, hvordan kommunen kan støtte deres arbejde. Han noterer deres behov og lover at følge op, så de kan få de ressourcer, de mangler.;7b369910116747fe12e950547827d4712428eef9;1960_erne;oestjysk;male;2900;10;0.0322581;15
6c646a2b-b10c-440b-aefc-c189997cc75e;Tilbage på kontoret arbejder Kasper på at udvikle en kampagne, der skal opfordre flere borgere til at deltage i frivillige aktiviteter. Kampagnen vil også fremhæve de eksisterende muligheder.;7b369910116747fe12e950547827d4712428eef9;1960_erne;oestjysk;male;2900;10;0.0;16
c14ebc20-306d-43b5-8a8b-9003dd45eb43;Kampagnen skal synliggøre de mange frivillige grupper og initiativer i Vildby. Kasper tror på, at flere vil være med, hvis de kender til de forskellige muligheder.;7b369910116747fe12e950547827d4712428eef9;1960_erne;oestjysk;male;2900;9;0.0;17
d0698871-3062-442c-84c7-0547dda2c5db;Søren cykler hver dag fra sin lejlighed til sit arbejde i Vildby. Ligesom mange andre foretrækker han cyklen frem for bilen. Det er hurtigt og nemt at komme rundt i byen.;f0a3c4f906c7dee5ec831731ce62a02c7d1ab44b;1980_erne;oestjysk;female;6920;10;0.0322581;0
3ea05139-b39c-4859-aefe-e2b9c77bbeec;I dag starter Søren sin tur ved at tage cyklen fra kælderen. Han kører ud på de cykelstier, der fører gennem byens gader. Cykelstierne gør turen mere sikker.;f0a3c4f906c7dee5ec831731ce62a02c7d1ab44b;1980_erne;oestjysk;female;6920;10;0.0;1
c037787d-308d-4034-af38-8bb1541fd364;Kommunen har gjort meget for at forbedre cykelstierne. Søren mærker forskellen, når han cykler på de nye stier, som er adskilt fra bilerne.;f0a3c4f906c7dee5ec831731ce62a02c7d1ab44b;1980_erne;oestjysk;female;6920;8;0.0;2
48592850-c1c7-45bb-a83a-f97b7d95443b;Sara arbejder som bibliotekar på det lokale bibliotek i Vildby. Hun ser biblioteket som et centralt mødested, hvor byens borgere kan samles om læring og fællesskab.;8fe4b7d995a3d7c01dc8b2b74a7619a7b743cc67;1970_erne;oestjysk;female;3230;10;0.0;18
e6fc6008-6e42-4255-bed0-4279b7a9ca29;Dagen starter med, at Sara forbereder en læsegruppe for ældre. Gruppen mødes ugentligt for at diskutere bøger og dele deres læseoplevelser. Det skaber både glæde og fællesskab.;8fe4b7d995a3d7c01dc8b2b74a7619a7b743cc67;1970_erne;oestjysk;female;3230;10;0.222222;19
8f710869-1672-429d-b17a-558c74eb972d;Mens læsegruppen samles, forbereder Sara næste aktivitet i børneafdelingen. Biblioteket arrangerer en højtlæsningstime, hvor børn og forældre kan lytte til historier sammen.;8fe4b7d995a3d7c01dc8b2b74a7619a7b743cc67;1970_erne;oestjysk;female;3230;11;0.136364;20
054e241f-f29a-46d8-8760-f34c721d3918;I børneafdelingen dukker flere familier op, og Sara læser en populær børnebog højt. Børnene sidder stille og lytter, mens deres forældre hygger sig og snakker sammen.;8fe4b7d995a3d7c01dc8b2b74a7619a7b743cc67;1970_erne;oestjysk;female;3230;9;0.0769231;21
0304f37c-4083-447a-a4da-c9ed181b395a;Efter højtlæsningen hjælper Sara en gruppe studerende, som har brug for materiale til et projekt. Hun viser dem, hvordan de kan finde relevante bøger og artikler.;8fe4b7d995a3d7c01dc8b2b74a7619a7b743cc67;1970_erne;oestjysk;female;3230;10;0.115385;22
9db5404d-0f6e-4814-a93b-f6f8a585eec3;Thomas arbejder i Vildby Kommunes afdeling for affald og genbrug. Hans dag starter tidligt, da han møder ind for at koordinere dagens affaldsindsamling i byen.;6e66f0076640444ec58e5d9914b71533ba1f5abe;1970_erne;vestjysk;female;7752;10;0.08;28
99b7f9cd-6686-4312-87e2-c5eee1d83d8f;Kommunen har implementeret et omfattende affaldssorteringssystem. Thomas overvåger indsatsen og sørger for, at skraldebilerne følger ruterne og afhenter affaldet regelmæssigt.;6e66f0076640444ec58e5d9914b71533ba1f5abe;1970_erne;vestjysk;female;7752;10;0.0;29
f0713f03-cd18-4ffd-b7ba-0ddc183104f6;Hver husstand har fået tildelt containere til forskellige typer affald: restaffald, papir, glas og organisk affald. Thomas sikrer, at borgerne har den nødvendige information.;6e66f0076640444ec58e5d9914b71533ba1f5abe;1970_erne;vestjysk;female;7752;11;0.333333;30
3b904359-f08a-4fb3-beb0-e3cb7eabc1f7;Maria arbejder i Vildby Kommunes afdeling for Teknik og Miljø. Hver dag bidrager hun til at gøre byen mere bæredygtig. Hun fokuserer på at gøre Vildby grønnere og mere miljøvenlig.;241e8f87382ebf94a64ea0ee1e339024a00068f6;1990_erne;oestjysk;female;6400;13;0.1;11
a839ce66-df57-444f-b8b6-efc4000f20e6;Det er mandag morgen, og Borgerservice åbner kl. 8:30. Borgere venter udenfor, mens medarbejderne gør klar ved skrankerne;241e8f87382ebf94a64ea0ee1e339024a00068f6;1990_erne;oestjysk;female;6400;10;0.222222;31
27e0f153-8640-4182-b7c5-06dd73910174;Det er aften, og byrådssalen er fyldt med politikere, embedsmænd og borgere. Byrådet i Vildby holder møde for at diskutere vigtige sager, der vedrører byens udvikling.;140625e0925551eb1fca3fe61376e2271666a524;1990_erne;oestjysk;female;8723;9;0.0;23
7c09ddbd-0fc7-4dc6-aadf-5540c754d663;På dagsordenen er blandt andet en ny skole, forbedring af cykelstier og en plan for bæredygtige boligbyggerier. Politikerne skal tage stilling til forslagene og træffe beslutninger.;140625e0925551eb1fca3fe61376e2271666a524;1990_erne;oestjysk;female;8723;8;0.115385;24
e6e510a2-740b-4509-8296-c983eea82a48;Borgmesteren indleder mødet og præsenterer de vigtigste punkter på dagsordenen. Hver politiker får mulighed for at fremlægge deres synspunkter og argumenter for eller imod forslagene.;140625e0925551eb1fca3fe61376e2271666a524;1990_erne;oestjysk;female;8723;10;0.04;25
0235c9c4-25ac-4c6f-aeee-744cc9e19569;I løbet af mødet kan borgerne også komme til orde. Der er afsat tid til borgerinddragelse, hvor folk kan stille spørgsmål og fremsætte deres meninger om de forskellige emner.;140625e0925551eb1fca3fe61376e2271666a524;1990_erne;oestjysk;female;8723;9;0.0344828;26
51dcf3f9-3bbc-46aa-a7b8-05c0d5ed134b;En lokal borger tager ordet og udtrykker bekymring over trafiksikkerheden omkring den nye skole. Han opfordrer byrådet til at tage højde for dette i deres beslutning.;140625e0925551eb1fca3fe61376e2271666a524;1990_erne;oestjysk;female;8723;10;0.0;27
8bf1b68a-c37b-4bc9-ace7-44d16b751a1f;Politikerne lytter opmærksomt til borgernes input og diskuterer, hvordan de kan indarbejde de foreslåede ændringer. Byrådet ønsker at sikre, at borgernes stemme bliver hørt.;140625e0925551eb1fca3fe61376e2271666a524;1990_erne;oestjysk;female;8723;9;0.0833333;32
36277e85-df79-4b64-b856-e4ab5a9d7d87;Under mødet diskuterer de forskellige politiske partier fordele og ulemper ved planerne for nye cykelstier. Diskussionen er livlig, men foregår i en konstruktiv tone.;140625e0925551eb1fca3fe61376e2271666a524;1990_erne;oestjysk;female;8723;10;0.0;33
6a2cc714-bc17-43b5-b5f0-d013d052bae4;Beslutningerne træffes ved afstemning blandt byrådsmedlemmerne. De stemmer om hvert punkt, og resultaterne bliver offentliggjort straks, så borgerne kan følge med.;140625e0925551eb1fca3fe61376e2271666a524;1990_erne;oestjysk;female;8723;8;0.0952381;34
e59a2b3f-ecfb-4cbb-a3bf-82e22f6ce290;En del af mødet handler også om budgetter og økonomi. Byrådet gennemgår økonomiske prioriteringer og sikrer, at ressourcerne bruges bedst muligt.;140625e0925551eb1fca3fe61376e2271666a524;1990_erne;oestjysk;female;8723;8;0.0;35
41b2771f-cb46-4483-b895-69d8cf73dcc4;Efter flere timers debat afsluttes mødet, og byrådet har truffet beslutninger, der vil påvirke byens fremtid. Borgerne kan føle sig trygge ved, at deres synspunkter er blevet hørt.;140625e0925551eb1fca3fe61376e2271666a524;1990_erne;oestjysk;female;8723;10;0.107143;36
2eabafd2-a81b-4b2d-a3e2-e133e5a5ce33;Da mødet slutter, går borgerne hjem med en følelse af, at deres deltagelse har gjort en forskel. Byrådsmøderne er en vigtig del af det lokale demokrati i Vildby.;140625e0925551eb1fca3fe61376e2271666a524;1990_erne;oestjysk;female;8723;10;0.0;37
b19f5b00-f413-41b3-9ee9-01c7ed272782;Thomas arbejder i Vildby Kommunes afdeling for affald og genbrug. Hans dag starter tidligt, da han møder ind for at koordinere dagens affaldsindsamling i byen.;f0a3c4f906c7dee5ec831731ce62a02c7d1ab44b;1980_erne;oestjysk;female;6920;9;0.0;28
31a72568-6e24-4e2a-bcd1-ff312e257582;Kasper arbejder i Vildby Kommune og er ansvarlig for at fremme medborgerskab, frivillighed og samskabelse. Han tror på, at borgerne spiller en vigtig rolle i byens udvikling.;241e8f87382ebf94a64ea0ee1e339024a00068f6;1990_erne;oestjysk;male;6400;11;0.0740741;12
9f501b42-cf04-4772-97d9-0f3bc5c4d0d4;Kasper arbejder i Vildby Kommune og er ansvarlig for at fremme medborgerskab, frivillighed og samskabelse. Han tror på, at borgerne spiller en vigtig rolle i byens udvikling.;241e8f87382ebf94a64ea0ee1e339024a00068f6;1990_erne;oestjysk;male;6400;10;0.037037;12
12073fb8-b206-40e7-a26f-dd9ffe2e95f6;Søren cykler hver dag fra sin lejlighed til sit arbejde i Vildby. Ligesom mange andre foretrækker han cyklen frem for bilen. Det er hurtigt og nemt at komme rundt i byen.;241e8f87382ebf94a64ea0ee1e339024a00068f6;1990_erne;oestjysk;male;6400;10;0.0;0
767090e2-c7ff-48a0-bfdf-5fe233a99410;I dag starter Søren sin tur ved at tage cyklen fra kælderen. Han kører ud på de cykelstier, der fører gennem byens gader. Cykelstierne gør turen mere sikker.;241e8f87382ebf94a64ea0ee1e339024a00068f6;1990_erne;oestjysk;male;6400;11;0.107143;1
e618f9aa-fa7a-40e5-848f-e91aa41b4929;Dagen starter med et møde om et nyt projekt, hvor borgerne skal inddrages i at skabe nye kulturelle tilbud. Kasper og hans kolleger diskuterer, hvordan de bedst kan engagere borgerne.;f0a3c4f906c7dee5ec831731ce62a02c7d1ab44b;1980_erne;oestjysk;female;6920;6;0.366667;13
91418aed-94c0-4fca-8df2-06dc15bb4bba;Martin arbejder i Vildby Kommunes afdeling for sundhed og omsorg. Hans dag begynder med et morgenmøde, hvor dagens besøg og opgaver bliver koordineret med kollegerne.;472469dbe6c7d073d977b9ecea3d4d3a62a745f4;1970_erne;oestjysk;female;8444;11;0.08;52
688c1c54-1936-4e47-a85a-e0fcac3557fb;Kommunen har en klar strategi for at sikre sundhed og trivsel for alle borgere. Martin arbejder som hjemmehjælper og besøger ældre borgere, der har brug for støtte i hverdagen.;472469dbe6c7d073d977b9ecea3d4d3a62a745f4;1970_erne;oestjysk;female;8444;9;0.0;53
c3d668ae-1178-49a5-8447-17dc4fe07d54;På dagsordenen er blandt andet en ny skole, forbedring af cykelstier og en plan for bæredygtige boligbyggerier. Politikerne skal tage stilling til forslagene og træffe beslutninger.;87c0b3072ae40142cc22dcf3227956f7c02748b1;1980_erne;oestjysk;male;8330;9;0.5;24
9d240c39-9015-4c60-8736-3d43610f4be3;Mette arbejder i Vildby Kommunes naturafdeling. Hun har ansvar for at vedligeholde byens parker og skove, så de er flotte og indbydende for alle borgere.;87c0b3072ae40142cc22dcf3227956f7c02748b1;1980_erne;oestjysk;male;8330;7;0.4;41
0dfbfbfc-adb0-42dc-9ed8-2405244be0db;Søren cykler hver dag fra sin lejlighed til sit arbejde i Vildby. Ligesom mange andre foretrækker han cyklen frem for bilen. Det er hurtigt og nemt at komme rundt i byen.;87c0b3072ae40142cc22dcf3227956f7c02748b1;1980_erne;oestjysk;male;8330;9;0.387097;0
d7c885d7-2bc4-4a6c-bf13-ac95af15a51e;I dag starter Søren sin tur ved at tage cyklen fra kælderen. Han kører ud på de cykelstier, der fører gennem byens gader. Cykelstierne gør turen mere sikker.;87c0b3072ae40142cc22dcf3227956f7c02748b1;1980_erne;oestjysk;male;8330;10;0.464286;1
f00485d4-09c0-4e3c-8199-3644c859d712;Sara arbejder som bibliotekar på det lokale bibliotek i Vildby. Hun ser biblioteket som et centralt mødested, hvor byens borgere kan samles om læring og fællesskab.;472469dbe6c7d073d977b9ecea3d4d3a62a745f4;1970_erne;oestjysk;female;8444;10;0.0384615;18
d8dae594-bfcd-4c69-b5ad-29bb04826836;Søren cykler hver dag fra sin lejlighed til sit arbejde i Vildby. Ligesom mange andre foretrækker han cyklen frem for bilen. Det er hurtigt og nemt at komme rundt i byen.;472469dbe6c7d073d977b9ecea3d4d3a62a745f4;1970_erne;oestjysk;female;8444;11;0.0322581;0
04a5a871-11f3-4674-b193-dff1691d2e2a;I dag starter Søren sin tur ved at tage cyklen fra kælderen. Han kører ud på de cykelstier, der fører gennem byens gader. Cykelstierne gør turen mere sikker.;472469dbe6c7d073d977b9ecea3d4d3a62a745f4;1970_erne;oestjysk;female;8444;11;0.0;1
3bdcfab9-c100-4cf6-b9ba-fb6c036007d1;Kommunen har gjort meget for at forbedre cykelstierne. Søren mærker forskellen, når han cykler på de nye stier, som er adskilt fra bilerne.;472469dbe6c7d073d977b9ecea3d4d3a62a745f4;1970_erne;oestjysk;female;8444;9;0.0434783;2
5c6e28d2-9dbb-42b8-a085-fe9108f9c22e;Undervejs passerer Søren flere lyskryds med særlige cykellys. Disse lys giver cyklister grønt lys, før bilerne starter. Det gør det mere sikkert at cykle.;472469dbe6c7d073d977b9ecea3d4d3a62a745f4;1970_erne;oestjysk;female;8444;11;0.0833333;3
a56b766d-070b-488c-b755-38464720b4d0;Det er aften, og byrådssalen er fyldt med politikere, embedsmænd og borgere. Byrådet i Vildby holder møde for at diskutere vigtige sager, der vedrører byens udvikling.;472469dbe6c7d073d977b9ecea3d4d3a62a745f4;1970_erne;oestjysk;female;8444;16;0.0384615;23
4c068a5e-1425-491f-b5de-3643a313236e;På dagsordenen er blandt andet en ny skole, forbedring af cykelstier og en plan for bæredygtige boligbyggerier. Politikerne skal tage stilling til forslagene og træffe beslutninger.;472469dbe6c7d073d977b9ecea3d4d3a62a745f4;1970_erne;oestjysk;female;8444;13;0.0384615;24
5d0cc5b3-5bba-4acc-b4c7-e0de87c80dfe;Borgmesteren indleder mødet og præsenterer de vigtigste punkter på dagsordenen. Hver politiker får mulighed for at fremlægge deres synspunkter og argumenter for eller imod forslagene.;472469dbe6c7d073d977b9ecea3d4d3a62a745f4;1970_erne;oestjysk;female;8444;14;0.16;25
87cc442b-7749-4e0f-9fbe-f4d0f7b8b82f;Kasper arbejder i Vildby Kommune og er ansvarlig for at fremme medborgerskab, frivillighed og samskabelse. Han tror på, at borgerne spiller en vigtig rolle i byens udvikling.;472469dbe6c7d073d977b9ecea3d4d3a62a745f4;1970_erne;oestjysk;female;8444;10;0.0740741;12
cbc36c22-a6b2-4ea2-a436-921cd24bde04;Dagen starter med et møde om et nyt projekt, hvor borgerne skal inddrages i at skabe nye kulturelle tilbud. Kasper og hans kolleger diskuterer, hvordan de bedst kan engagere borgerne.;472469dbe6c7d073d977b9ecea3d4d3a62a745f4;1970_erne;oestjysk;female;8444;12;0.1;13
23e1be0d-ca21-4cec-b81b-084c84d7d142;Maria arbejder i Vildby Kommunes afdeling for Teknik og Miljø. Hver dag bidrager hun til at gøre byen mere bæredygtig. Hun fokuserer på at gøre Vildby grønnere og mere miljøvenlig.;242409037f45067d3c2e3ba35374c036ff274ed2;1970_erne;oestjysk;male;7480;11;0.266667;11
3616fa07-ad23-4040-8e03-a2f7fc54b834;Dagen starter på kontoret, hvor Maria gennemgår dagens opgaver med sine kolleger. Teamet arbejder på projekter, der skal skabe flere grønne områder og forbedre byens miljø.;242409037f45067d3c2e3ba35374c036ff274ed2;1970_erne;oestjysk;male;7480;10;0.115385;54
55e4ee0e-035f-43fe-af35-316a2a8db325;Marias første opgave er et møde om en ny bypark. Hun har været med til at planlægge projektet, som vil skabe mere grønt areal midt i Vildby og give borgerne adgang til natur.;242409037f45067d3c2e3ba35374c036ff274ed2;1970_erne;oestjysk;male;7480;12;0.30303;55
12678a41-dfe4-4d5a-894f-b843736e6027;Den nye park skal have steder til afslapning, legepladser og stier for cyklister og løbere. Målet er at bringe naturen tættere på indbyggerne og skabe et sted for alle.;242409037f45067d3c2e3ba35374c036ff274ed2;1970_erne;oestjysk;male;7480;10;0.103448;56
12ba93ff-6ea0-4e50-a706-9903f2bbd455;Efter mødet tager Maria ud for at inspicere et grønt område, der trænger til vedligeholdelse. Hun møder medarbejdere fra park- og vejafdelingen, som arbejder der.;242409037f45067d3c2e3ba35374c036ff274ed2;1970_erne;oestjysk;male;7480;9;0.04;57
ea1656fc-bd2b-49c0-a50b-080d6c1c5cb6;Medarbejderne planter nye træer og blomster. Maria og teamet diskuterer, hvordan området kan forbedres og gøres mere tiltrækkende for dem, der besøger stedet.;242409037f45067d3c2e3ba35374c036ff274ed2;1970_erne;oestjysk;male;7480;9;0.0869565;58
0a118448-a3b5-474c-ae8f-7aaaa288c34e;Tilbage på kontoret arbejder Maria på en kampagne om affaldssortering. Hun gennemgår materiale, der skal sendes ud til borgerne for at øge bevidstheden om genbrug.;242409037f45067d3c2e3ba35374c036ff274ed2;1970_erne;oestjysk;male;7480;9;0.0;59
5be03220-6b24-49d8-b855-79c9c42d0bb4;Kampagnen skal øge borgernes viden om affaldssortering. Dette vil hjælpe Vildby med at forbedre genanvendelsen og reducere den samlede mængde affald i byen.;242409037f45067d3c2e3ba35374c036ff274ed2;1970_erne;oestjysk;male;7480;9;0.217391;60
f860ff3f-ebb5-4a8d-89a3-944aa22e6fa0;Senere på dagen møder Maria lokale frivillige, som arbejder med miljøprojekter. De diskuterer, hvordan de kan samarbejde om at fremme bæredygtighed i byen.;242409037f45067d3c2e3ba35374c036ff274ed2;1970_erne;oestjysk;male;7480;9;0.0434783;61
ed45cf29-ee2a-40b1-8d7d-64ed94a39af8;Maria afslutter dagen med en gåtur i et af byens nye grønne områder. Hun ser børn lege og folk slappe af. Det får hende til at tænke på fremtidige projekter.;242409037f45067d3c2e3ba35374c036ff274ed2;1970_erne;oestjysk;male;7480;10;0.133333;62
6f338cc2-d179-4743-a00b-721172397e9e;Sofie arbejder med digitalisering i Vildby Kommune. Hendes job er at lave digitale løsninger, der gør det nemt for borgerne at bruge kommunens services.;0348f7e89db69d7139acb081dc5664ff331e79fb;1970_erne;nordjysk;female;9800;11;0.0416667;38
d76f9ce8-7b04-4d17-b431-2aab14bab68b;Sofie starter sin dag på kontoret. Hun ser på nye projekter med sine kolleger. De vil gøre kommunens hjemmeside bedre, så borgerne nemt kan finde information.;0348f7e89db69d7139acb081dc5664ff331e79fb;1970_erne;nordjysk;female;9800;11;0.115385;39
b01dad82-43c7-4a6a-9785-904ec04cbfa9;Det er mandag morgen, og Borgerservice åbner kl. 8:30. Borgere venter udenfor, mens medarbejderne gør klar ved skrankerne;572c1eebc50986bf80a0c8af575e6eeb85618fa1;1960_erne;oestjysk;female;8700;16;0.277778;31
1c36d4b1-a58c-4597-a6dc-51cd7973dfe8;Anna er en erfaren medarbejder. Hun møder dagens første borger, en kvinde, som har mistet sit pas. Kvinden skal bruge et nyt hurtigt, da hun snart skal rejse.;572c1eebc50986bf80a0c8af575e6eeb85618fa1;1960_erne;oestjysk;female;8700;9;0.107143;63
1eca241d-60ba-4efa-91ec-7114267bb40b;Anna forklarer, hvordan man får et midlertidigt pas. Hun fortæller, hvilke dokumenter der skal medbringes, og at kvinden skal have taget et pasfoto. Kvinden følger Annas vejledning.;572c1eebc50986bf80a0c8af575e6eeb85618fa1;1960_erne;oestjysk;female;8700;14;0.111111;64
b82c8207-bc28-4e5d-bce9-43d08852260b;Hun får taget et foto og udfylder formularerne. Anna registrerer oplysningerne i systemet. Ved siden af Anna sidder Lars, som tager sig af kørekort.;572c1eebc50986bf80a0c8af575e6eeb85618fa1;1960_erne;oestjysk;female;8700;8;0.208333;65
d671e738-5e2e-4f3b-a518-b28c96fd4807;En ældre mand kommer med sit kørekort, der snart udløber. Lars forklarer, at der kræves en lægeattest for at forny kørekortet, og giver manden en liste med de trin, han skal følge.;572c1eebc50986bf80a0c8af575e6eeb85618fa1;1960_erne;oestjysk;female;8700;10;0.09375;66
934426ee-16dd-4f69-91a7-0399534a8031;Kort efter kommer en mor med sit barn til Annas skranke. De skal have lavet et pas til barnet, da de skal på ferie. Anna fortæller moren, hvordan det foregår.;572c1eebc50986bf80a0c8af575e6eeb85618fa1;1960_erne;oestjysk;female;8700;8;0.1;67
bfa0a3fa-4c88-4b6e-8a96-8b7af9d0387d;Hun hjælper med at få taget et foto af barnet. De nødvendige papirer bliver samlet og registreret. Lars hjælper også en international studerende, som har brug for et dansk ID-kort.;572c1eebc50986bf80a0c8af575e6eeb85618fa1;1960_erne;oestjysk;female;8700;10;0.0333333;68
aed7c557-453c-40dc-8020-d90ae5d21cd6;Han forklarer, hvad der skal til, og hvilke papirer der skal afleveres. Den studerende afleverer sine papirer, og Lars fortæller, hvornår ID-kortet vil være klar;572c1eebc50986bf80a0c8af575e6eeb85618fa1;1960_erne;oestjysk;female;8700;8;0.16;69
7d919fb7-43d9-4c14-b21f-2ea5e09881d2;Ved frokosttid tager Anna og Lars en kort pause. De taler om dagens opgaver og justerer, hvordan arbejdet skal fordeles. Efter pausen vender de tilbage til skrankerne.;572c1eebc50986bf80a0c8af575e6eeb85618fa1;1960_erne;oestjysk;female;8700;9;0.0740741;70
4c1715bd-96c6-4a64-b986-189ff5c53f49;Flere borgere venter på hjælp. Klokken 16:00 lukker Borgerservice. Anna og Lars rydder op og sørger for, at alle dagens sager er registreret.;572c1eebc50986bf80a0c8af575e6eeb85618fa1;1960_erne;oestjysk;female;8700;8;0.217391;71
efdc724a-3ccc-4e74-b801-b9b10872ef20;Det har været en travl dag med mange forskellige henvendelser. Anna og Lars gør sig klar til en ny dag i morgen.;572c1eebc50986bf80a0c8af575e6eeb85618fa1;1960_erne;oestjysk;female;8700;5;0.0;72
79be5645-1521-44d4-b42c-7b2f8ffe8e6a;Sara arbejder som bibliotekar på det lokale bibliotek i Vildby. Hun ser biblioteket som et centralt mødested, hvor byens borgere kan samles om læring og fællesskab.;916139a98de46198b279f51d93ee8d8e326c4c9d;1960_erne;oestjysk;male;8543;11;0.115385;18
8be1dc92-76eb-41d5-9895-ed2edebb37ad;Dagen starter med, at Sara forbereder en læsegruppe for ældre. Gruppen mødes ugentligt for at diskutere bøger og dele deres læseoplevelser. Det skaber både glæde og fællesskab.;916139a98de46198b279f51d93ee8d8e326c4c9d;1960_erne;oestjysk;male;8543;10;0.185185;19
95439e4e-c360-40cc-8aea-94f1fd0d4888;Mens læsegruppen samles, forbereder Sara næste aktivitet i børneafdelingen. Biblioteket arrangerer en højtlæsningstime, hvor børn og forældre kan lytte til historier sammen.;916139a98de46198b279f51d93ee8d8e326c4c9d;1960_erne;oestjysk;male;8543;9;0.0;20
dc1b52f6-a6ee-4d65-9715-2bd6a76f7b99;I børneafdelingen dukker flere familier op, og Sara læser en populær børnebog højt. Børnene sidder stille og lytter, mens deres forældre hygger sig og snakker sammen.;916139a98de46198b279f51d93ee8d8e326c4c9d;1960_erne;oestjysk;male;8543;9;0.153846;21
0a72c9dc-3f31-4199-82e2-c8b9aff2c261;Efter højtlæsningen hjælper Sara en gruppe studerende, som har brug for materiale til et projekt. Hun viser dem, hvordan de kan finde relevante bøger og artikler.;916139a98de46198b279f51d93ee8d8e326c4c9d;1960_erne;oestjysk;male;8543;9;0.115385;22
b0d4fd1a-483f-408d-9437-3f615365ee36;Senere på dagen arrangerer biblioteket en workshop for nye borgere i Vildby. Sara har inviteret en lokal forfatter til at tale om danske traditioner og kultur.;916139a98de46198b279f51d93ee8d8e326c4c9d;1960_erne;oestjysk;male;8543;9;0.230769;78
eb2164cc-916c-48a9-b397-e90e1caccfa3;Mette arbejder i Vildby Kommunes naturafdeling. Hun har ansvar for at vedligeholde byens parker og skove, så de er flotte og indbydende for alle borgere.;01ba008296853002198c8d36f84eebd8abae5f46;1970_erne;oestjysk;female;7100;11;0.0;41
070acc16-09db-4b6d-83b4-81545a16c5b2;Hver dag starter Mette sin runde i en af byens parker. Hun tjekker, om stierne er rene, og om der er brug for at beskære buske og træer. Hun sørger for, at alt ser pænt ud.;01ba008296853002198c8d36f84eebd8abae5f46;1970_erne;oestjysk;female;7100;11;0.0277778;42
